doctor_id,doctor_name,territory_id,speciality,active
D000078,Dr Nikita Narayanan,T005,Dermatology,True
D000079,Dr Ojasvi Bhatia,T006,Orthopedics,True
D000080,Dr Osha Ramachandran,T018,Gastroenterology,True
D000081,Dr Lajita Sood,T018,Cardiology,True
D000082,Dr Indira Misra,T004,General Medicine,True
D000083,Dr Oni Yohannan,T005,Cardiology,True
D000084,Dr Vinaya Kanda,T012,Diabetology,True
D000085,Dr Rajata Sunder,T014,Diabetology,True
D000086,Dr Lopa Nayar,T002,Dermatology,True
D000087,Dr Noah Sibal,T012,Cardiology,True
D000088,Dr Avi Ramesh,T012,Neurology,True
D000089,Dr Fiyaz Sangha,T008,General Medicine,True
D000090,Dr Triya Gopal,T012,Gastroenterology,True
D000091,Dr Abha Raghavan,T020,Diabetology,True
D000092,Dr Siddharth Sha,T008,Diabetology,True
D000093,Dr Geetika Raghavan,T006,Gastroenterology,True
D000094,Dr Oviya Krishnan,T001,Diabetology,True
D000095,Dr Upma Bahl,T011,Gastroenterology,True
D000096,Dr Inaya Kapur,T008,Dermatology,True
D000097,Dr Banjeet Balasubramanian,T006,General Medicine,True
D000098,Dr Ryan Bahri,T013,Cardiology,True
D000099,Dr William Date,T016,Neurology,True
D000100,Dr Ishwar Kamdar,T007,Orthopedics,True
D000101,Dr Aahana Pillay,T012,Dermatology,True
D000102,Dr Ishwar Gade,T008,Neurology,True
D000103,Dr Hritik Bal,T001,Neurology,True
D000104,Dr Keya Ranganathan,T013,Pulmonology,True
D000105,Dr Faqid Kibe,T009,General Medicine,True
D000106,Dr Charvi Dara,T009,Pulmonology,True
D000107,Dr Idika Walia,T017,Gastroenterology,True
D000108,Dr Kamala Biswas,T018,Pulmonology,True
D000109,Dr Advik Salvi,T001,General Medicine,True
D000110,Dr Hitesh Sant,T009,Diabetology,True
D000111,Dr Tripti Dua,T019,Dermatology,True
D000112,Dr Patrick Vig,T002,General Medicine,True
D000113,Dr Veda Shroff,T020,Gastroenterology,True
D000114,Dr Amrita Naidu,T012,Pulmonology,True
D000115,Dr Gabriel Mallick,T014,General Medicine,True
D000116,Dr Yagnesh Shetty,T013,Neurology,True
D000117,Dr Gayathri Balakrishnan,T009,Cardiology,True
D000118,Dr Ekta Gopal,T014,Cardiology,True
D000119,Dr Simon Pant,T017,Neurology,True
D000120,Dr Harini Mammen,T012,Gastroenterology,True
D000121,Dr Advaith Varughese,T003,Pulmonology,True
D000122,Dr Frederick Khurana,T020,Pulmonology,True
D000123,Dr Vrinda Khosla,T004,Dermatology,True
D000124,Dr Vritti Sem,T017,Dermatology,True
D000125,Dr Girik Menon,T014,Pulmonology,True
D000126,Dr Nidhi Kohli,T013,Dermatology,True
D000127,Dr Jyoti Solanki,T018,Diabetology,True
D000128,Dr Pavani Narayanan,T007,Gastroenterology,True
D000129,Dr Sudiksha Madan,T013,Diabetology,True
D000130,Dr Zayan Kashyap,T020,Dermatology,True
D000131,Dr Reyansh Mutti,T013,Cardiology,True
D000132,Dr Qasim Handa,T010,Dermatology,True
D000133,Dr Veda Malhotra,T007,Gastroenterology,True
D000134,Dr Harish Hari,T019,Pulmonology,True
D000135,Dr Utkarsh Patel,T015,Orthopedics,True
D000136,Dr Chasmum Atwal,T015,Neurology,True
D000137,Dr Anusha Bath,T017,Orthopedics,True
D000138,Dr Brinda Date,T006,General Medicine,True
D000139,Dr Harshil Arora,T010,Pulmonology,True
D000140,Dr Upasna Srinivas,T003,Neurology,True
D000141,Dr Harini Gour,T010,Neurology,True
D000142,Dr Zayyan Sridhar,T007,Diabetology,True
D000143,Dr Dhruv Rattan,T001,Cardiology,True
D000144,Dr Ethan Bera,T008,Orthopedics,True
D000145,Dr Manthan Modi,T020,General Medicine,True
D000146,Dr Yuvraj Dani,T015,Gastroenterology,True
D000147,Dr Upkaar Virk,T019,Neurology,True
D000148,Dr Shravya Savant,T013,Orthopedics,True
D000149,Dr Pushti Mody,T013,Neurology,True
D000150,Dr Hardik Johal,T005,Cardiology,True
D000151,Dr Aishani Bumb,T004,Gastroenterology,True
D000152,Dr Wriddhish Ghose,T008,Diabetology,True
D000153,Dr Naksh Agate,T017,Orthopedics,True
D000154,Dr Shravya Singhal,T002,Neurology,True
D000155,Dr Bachittar Kata,T004,Orthopedics,True
D000156,Dr Barkha Setty,T005,Orthopedics,True
D000157,Dr Vivaan Lalla,T017,Pulmonology,True
D000158,Dr Pavani Contractor,T015,Gastroenterology,True
D000159,Dr Manthan Lata,T018,Orthopedics,True
D000160,Dr Ekbal Bhasin,T006,Orthopedics,True
D000161,Dr Damyanti Mani,T015,Dermatology,True
D000162,Dr Jeet Sidhu,T008,Dermatology,True
D000163,Dr Neha Magar,T017,Orthopedics,True
D000164,Dr Raksha Buch,T008,Dermatology,True
D000165,Dr Rachana Naidu,T015,General Medicine,True
D000166,Dr Atharv Chand,T010,Neurology,True
D000167,Dr Ansh Luthra,T009,Pulmonology,True
D000168,Dr Parth Singhal,T011,General Medicine,True
D000169,Dr Arunima Golla,T005,Diabetology,True
D000170,Dr Vyanjana Chand,T008,Gastroenterology,True
D000171,Dr Ijaya Rege,T005,Neurology,True
D000172,Dr Ekani Cheema,T003,Gastroenterology,True
D000173,Dr Forum Sabharwal,T014,Pulmonology,True
D000174,Dr Bhavya Rattan,T018,Orthopedics,True
D000175,Dr Suhani Chakrabarti,T014,Cardiology,True
D000176,Dr Zayyan Naik,T007,Gastroenterology,True
D000177,Dr Netra Varkey,T013,Cardiology,True
D000178,Dr Turvi Sachdev,T019,Gastroenterology,True
D000179,Dr Raghav Vasa,T016,Cardiology,True
D000180,Dr Wishi Sathe,T012,Dermatology,True
D000181,Dr Samar Loke,T013,Gastroenterology,True
D000182,Dr Bhavna Sarma,T018,Neurology,True
D000183,Dr Jairaj Balakrishnan,T016,Neurology,True
D000184,Dr Nathan Mukhopadhyay,T009,Gastroenterology,True
D000185,Dr Nikita Chander,T016,Cardiology,True
D000186,Dr Ishaan Shenoy,T013,Pulmonology,True
D000187,Dr Mitesh Tara,T013,Diabetology,True
D000188,Dr Yashodhara Mahajan,T015,Diabetology,True
D000189,Dr Vasudha Sodhi,T020,Cardiology,True
D000190,Dr Tanmayi Dhillon,T013,Cardiology,True
D000191,Dr Rayaan Trivedi,T003,Gastroenterology,True
D000192,Dr Ekaraj Majumdar,T005,Orthopedics,True
D000193,Dr Harini Tripathi,T006,Cardiology,True
D000194,Dr Aarnav Mandal,T009,Gastroenterology,True
D000195,Dr Vrishti Dixit,T011,Neurology,True
D000196,Dr Veda Pai,T015,Pulmonology,True
D000197,Dr Krishna Shah,T011,Gastroenterology,True
D000198,Dr Ranbir Khare,T009,Gastroenterology,True
D000199,Dr Vivaan Roy,T009,General Medicine,True
D000200,Dr Eesha Solanki,T016,Cardiology,True
D000201,Dr Libni Doshi,T018,Cardiology,True
D000202,Dr Balhaar Date,T012,Neurology,True
D000203,Dr Harish Sarraf,T003,Cardiology,True
D000204,Dr Tanmayi Aurora,T001,Neurology,True
D000205,Dr Nimrat Dubey,T007,Cardiology,True
D000206,Dr Upasna Lanka,T020,Diabetology,True
D000207,Dr Mitali Buch,T008,Diabetology,True
D000208,Dr Lajita Nadig,T016,General Medicine,True
D000209,Dr Balendra Biswas,T019,Neurology,True
D000210,Dr Bhavna Karan,T015,Dermatology,True
D000211,Dr Radha Chaudhari,T012,Diabetology,True
D000212,Dr Sachi Ganesan,T020,General Medicine,True
D000213,Dr Ayush Batra,T006,Dermatology,True
D000214,Dr Daksh Memon,T004,Cardiology,True
D000215,Dr Kavya Sankar,T010,Gastroenterology,True
D000216,Dr Yash Wali,T013,Neurology,True
D000217,Dr Pranit Garde,T003,Neurology,True
D000218,Dr Farhan Raja,T004,Dermatology,True
D000219,Dr Widisha Dhar,T020,General Medicine,True
D000220,Dr Triya Kumar,T019,Cardiology,True
D000221,Dr Aadhya Andra,T012,Gastroenterology,True
D000222,Dr Bhavna Dugar,T012,General Medicine,True
D000223,Dr Riya Pai,T017,Pulmonology,True
D000224,Dr Panini Krishna,T001,Gastroenterology,True
D000225,Dr Chasmum Issac,T016,General Medicine,True
D000226,Dr Vasudha Chhabra,T014,Pulmonology,True
D000227,Dr Lakshmi Parmer,T015,Diabetology,True
D000228,Dr Chakrika Bains,T014,Diabetology,True
D000229,Dr Anvi Anand,T017,Dermatology,True
D000230,Dr Watika Mangat,T020,Orthopedics,True
D000231,Dr Indira Kanda,T015,Gastroenterology,True
D000232,Dr Zashil Devan,T019,Dermatology,True
D000233,Dr Balveer More,T011,Neurology,True
D000234,Dr Bahadurjit Patla,T003,Dermatology,True
D000235,Dr Gautam Merchant,T015,Neurology,True
D000236,Dr Ojasvi Gill,T015,Gastroenterology,True
D000237,Dr Kevin Zacharia,T011,Cardiology,True
D000238,Dr Yachana Mahajan,T016,Pulmonology,True
D000239,Dr Aarini Subramaniam,T006,Orthopedics,True
D000240,Dr Hamsini Contractor,T007,Pulmonology,True
D000241,Dr Faqid Dhaliwal,T009,Pulmonology,True
D000242,Dr Mekhala Pau,T009,Dermatology,True
D000243,Dr Megha Atwal,T018,Cardiology,True
D000244,Dr Jatin Sha,T017,Neurology,True
D000245,Dr Adweta Raj,T003,Neurology,True
D000246,Dr Hritik Kaur,T014,Orthopedics,True
D000247,Dr Aryan Narang,T018,Neurology,True
D000248,Dr Dev Shetty,T016,Orthopedics,True
D000249,Dr Nilima Dada,T015,Cardiology,True
D000250,Dr Chakradev Barad,T003,Dermatology,True
D000251,Dr Waida D’Alia,T008,Gastroenterology,True
D000252,Dr Wahab Yogi,T008,Dermatology,True
D000253,Dr Lipika Setty,T019,Pulmonology,True
D000254,Dr Oni Dubey,T016,Pulmonology,True
D000255,Dr Hardik Suri,T014,Pulmonology,True
D000256,Dr Ati Bali,T012,Orthopedics,True
D000257,Dr Teerth Sawhney,T009,Dermatology,True
D000258,Dr Warinder Patil,T009,Neurology,True
D000259,Dr Jhalak Parmer,T004,Neurology,True
D000260,Dr Mitali Majumdar,T011,General Medicine,True
D000261,Dr Jason Sha,T018,Diabetology,True
D000262,Dr Simon Bail,T007,Neurology,True
D000263,Dr Gauri Kohli,T016,Dermatology,True
D000264,Dr Samesh Biswas,T019,Dermatology,True
D000265,Dr Tarak Kaul,T004,Neurology,True
D000266,Dr Manbir Agate,T010,Neurology,True
D000267,Dr Maanav De,T012,Diabetology,True
D000268,Dr Owen Choudhary,T010,Cardiology,True
D000269,Dr Karan Aurora,T018,Diabetology,True
D000270,Dr Wazir Naik,T009,Cardiology,True
D000271,Dr Owen Lanka,T002,Dermatology,True
D000272,Dr Jonathan Sama,T005,Orthopedics,True
D000273,Dr Devansh Soni,T004,Cardiology,True
D000274,Dr Janaki Varghese,T019,Dermatology,True
D000275,Dr Siya Thakur,T016,Orthopedics,True
D000276,Dr Caleb Verma,T015,Pulmonology,True
D000277,Dr Tara Balasubramanian,T006,Cardiology,True
D000278,Dr Varenya Ratti,T009,Orthopedics,True
D000279,Dr Hritik Swaminathan,T004,General Medicine,True
D000280,Dr Ethan Buch,T013,Orthopedics,True
D000281,Dr Manbir Bhatti,T003,Cardiology,True
D000282,Dr Anvi Nair,T005,Diabetology,True
D000283,Dr Chaitaly Setty,T019,Dermatology,True
D000284,Dr Hardik Contractor,T003,Neurology,True
D000285,Dr Qushi Seth,T004,Gastroenterology,True
D000286,Dr Odika Nori,T020,Neurology,True
D000287,Dr Mohini Sagar,T017,Gastroenterology,True
D000288,Dr Dhriti Sane,T015,Orthopedics,True
D000289,Dr Aadhya Prasad,T010,Gastroenterology,True
D000290,Dr Urvi Bhavsar,T010,Cardiology,True
D000291,Dr Frederick Chander,T020,General Medicine,True
D000292,Dr Gopal Pradhan,T007,Neurology,True
D000293,Dr Darpan Narayan,T009,General Medicine,True
D000294,Dr Nirja Pandya,T006,Neurology,True
D000295,Dr Charan Mani,T006,General Medicine,True
D000296,Dr Indira Chawla,T006,Cardiology,True
D000297,Dr Mohammed Subramaniam,T014,Orthopedics,True
D000298,Dr Hritik Palla,T020,Orthopedics,True
D000299,Dr Ishwar Mallick,T010,Cardiology,True
D000300,Dr Pushti Bal,T008,Dermatology,True
D000301,Dr Ayush Gole,T010,Orthopedics,True
D000302,Dr Dayamai Nori,T003,Neurology,True
D000303,Dr Abeer Golla,T009,Neurology,True
D000304,Dr Nandini Boase,T014,General Medicine,True
D000305,Dr Azaan Chand,T018,Neurology,True
D000306,Dr Krisha Saini,T005,Dermatology,True
D000307,Dr Harita Dugar,T005,General Medicine,True
D000308,Dr Devika Nair,T002,Diabetology,True
D000309,Dr Charles Dugal,T010,Dermatology,True
D000310,Dr Chandran Bumb,T015,General Medicine,True
D000311,Dr Saanvi Samra,T015,Dermatology,True
D000312,Dr Riya Sachdeva,T013,Dermatology,True
D000313,Dr Tanveer Vala,T017,Orthopedics,True
D000314,Dr Hemani Sani,T015,General Medicine,True
D000315,Dr Bhanumati Sur,T020,Cardiology,True
D000316,Dr Chakradev Kannan,T014,Pulmonology,True
D000317,Dr Christopher Amble,T020,Dermatology,True
D000318,Dr Charvi Kakar,T001,General Medicine,True
D000319,Dr Aadhya Mann,T008,Cardiology,True
D000320,Dr Jagdish Amble,T009,Cardiology,True
D000321,Dr Qushi Gill,T006,Orthopedics,True
D000322,Dr Lajita Walia,T017,Orthopedics,True
D000323,Dr Xiti Pandya,T009,Diabetology,True
D000324,Dr Mekhala Basak,T019,Gastroenterology,True
D000325,Dr Anirudh Sharaf,T016,General Medicine,True
D000326,Dr Dhriti Sanghvi,T016,Pulmonology,True
D000327,Dr Omisha Mann,T014,Pulmonology,True
D000328,Dr Nidhi Bail,T011,General Medicine,True
D000329,Dr Onveer Sharma,T006,Pulmonology,True
D000330,Dr Gaurang Sarkar,T014,Orthopedics,True
D000331,Dr Yagnesh Sarin,T010,Gastroenterology,True
D000332,Dr Farhan Randhawa,T018,Cardiology,True
D000333,Dr Harinakshi Kant,T015,General Medicine,True
D000334,Dr Om Bose,T011,Dermatology,True
D000335,Dr Yashvi Hari,T011,General Medicine,True
D000336,Dr Indali Divan,T013,Cardiology,True
D000337,Dr Harshil Dhingra,T018,Orthopedics,True
D000338,Dr Rudra Ghose,T014,Cardiology,True
D000339,Dr Faqid Goel,T007,Pulmonology,True
D000340,Dr Ucchal Sen,T020,Orthopedics,True
D000341,Dr Diya Dora,T015,Cardiology,True
D000342,Dr Ekansh Singh,T007,Dermatology,True
D000343,Dr Chavvi Maharaj,T018,Diabetology,True
D000344,Dr Indira Tripathi,T010,Orthopedics,True
D000345,Dr Dayita Shenoy,T016,General Medicine,True
D000346,Dr Baljiwan Bhandari,T001,Neurology,True
D000347,Dr Bhavini Bose,T006,Dermatology,True
D000348,Dr Yashica Rajagopalan,T018,Cardiology,True
D000349,Dr Benjamin Sengupta,T018,Gastroenterology,True
D000350,Dr Ekanta Soni,T003,Neurology,True
D000351,Dr David Seshadri,T004,Orthopedics,True
D000352,Dr Hemal Chad,T004,Diabetology,True
D000353,Dr Balveer Kota,T016,Dermatology,True
D000354,Dr Reva Viswanathan,T017,Dermatology,True
D000355,Dr Januja Pradhan,T014,Orthopedics,True
D000356,Dr Lila Rege,T016,Neurology,True
D000357,Dr Charles Natt,T015,Diabetology,True
D000358,Dr Forum Chandra,T013,Neurology,True
D000359,Dr Bhanumati Krishnan,T020,Diabetology,True
D000360,Dr Gauri Bumb,T003,Dermatology,True
D000361,Dr Inaya Mukherjee,T014,Pulmonology,True
D000362,Dr Kai Chad,T017,Dermatology,True
D000363,Dr Krisha Narasimhan,T001,Dermatology,True
D000364,Dr Girik Sampath,T010,Orthopedics,True
D000365,Dr Andrew Patil,T005,Orthopedics,True
D000366,Dr Pranit Kala,T018,Orthopedics,True
D000367,Dr Vedika Handa,T012,Pulmonology,True
D000368,Dr Laksh Dubey,T018,Gastroenterology,True
D000369,Dr Chakrika Chaudhuri,T015,Pulmonology,True
D000370,Dr Gayathri Deep,T007,Neurology,True
D000371,Dr Mitesh Gaba,T019,Gastroenterology,True
D000372,Dr Noah Sarma,T008,Gastroenterology,True
D000373,Dr Nirja Patla,T002,Pulmonology,True
D000374,Dr Sachi Mane,T016,Gastroenterology,True
D000375,Dr Vivaan Walla,T013,Diabetology,True
D000376,Dr Dayamai Singh,T016,Cardiology,True
D000377,Dr Jhalak Sastry,T005,Pulmonology,True
D000378,Dr Baghyawati Raja,T004,Orthopedics,True
D000379,Dr Neel Iyengar,T004,Orthopedics,True
D000380,Dr Zashil Ben,T001,Diabetology,True
D000381,Dr Kamya Chauhan,T014,Diabetology,True
D000382,Dr Bhavani Chacko,T003,Orthopedics,True
D000383,Dr Anjali Sengupta,T009,Pulmonology,True
D000384,Dr Rajeshri Chand,T020,Gastroenterology,True
D000385,Dr Shravya Palla,T003,Pulmonology,True
D000386,Dr Oeshi Bera,T018,Gastroenterology,True
D000387,Dr Yadavi Prakash,T011,Orthopedics,True
D000388,Dr Libni Bumb,T018,Cardiology,True
D000389,Dr Udarsh Bala,T020,General Medicine,True
D000390,Dr Hardik Nayak,T008,Dermatology,True
D000391,Dr Laksh Barad,T008,General Medicine,True
D000392,Dr Urmi Dewan,T014,General Medicine,True
D000393,Dr Saumya Ahluwalia,T004,Orthopedics,True
D000394,Dr Anirudh Kunda,T006,Dermatology,True
D000395,Dr Mason Wable,T001,Cardiology,True
D000396,Dr Indrajit Mani,T011,Cardiology,True
D000397,Dr Charvi Dara,T010,Pulmonology,True
D000398,Dr William Saini,T012,Gastroenterology,True
D000399,Dr Dev Choudhry,T005,Neurology,True
D000400,Dr Amol Varma,T017,Gastroenterology,True
D000401,Dr Maanas Manne,T019,Diabetology,True
D000402,Dr Aarav Pandit,T006,Diabetology,True
D000403,Dr Omaja Grover,T003,Gastroenterology,True
D000404,Dr Jalsa Bir,T020,Neurology,True
D000405,Dr Madhavi Singhal,T016,Diabetology,True
D000406,Dr Lila Prakash,T008,Orthopedics,True
D000407,Dr Amol Parikh,T009,Orthopedics,True
D000408,Dr Hemani Khosla,T009,Cardiology,True
D000409,Dr Gaurangi Deol,T015,Dermatology,True
D000410,Dr Indira Nigam,T018,Diabetology,True
D000411,Dr Ucchal Srinivas,T003,Orthopedics,True
D000412,Dr Krishna Bhatnagar,T012,Dermatology,True
D000413,Dr Balhaar Memon,T014,Dermatology,True
D000414,Dr Caleb Iyengar,T015,Dermatology,True
D000415,Dr Diya Mukherjee,T007,Gastroenterology,True
D000416,Dr Urvashi Kulkarni,T016,General Medicine,True
D000417,Dr Rayaan Mangal,T008,Gastroenterology,True
D000418,Dr Champak Narula,T019,Pulmonology,True
D000419,Dr Jeet Pillai,T019,Dermatology,True
D000420,Dr Mugdha Sarraf,T010,Cardiology,True
D000421,Dr Harinakshi Grover,T013,Dermatology,True
D000422,Dr Widisha Pillai,T001,Cardiology,True
D000423,Dr Fitan Samra,T020,Orthopedics,True
D000424,Dr Qushi Gole,T010,Neurology,True
D000425,Dr Ekani Chauhan,T020,Pulmonology,True
D000426,Dr Falak Merchant,T008,Neurology,True
D000427,Dr Sanaya Sandhu,T020,Dermatology,True
D000428,Dr Sachi Panchal,T005,General Medicine,True
D000429,Dr Brijesh Pandit,T002,Dermatology,True
D000430,Dr Anvi Bhandari,T015,Cardiology,True
D000431,Dr Nidra Patla,T019,Pulmonology,True
D000432,Dr Azaan Dhar,T005,General Medicine,True
D000433,Dr Bakhshi Date,T010,Pulmonology,True
D000434,Dr Warinder Peri,T014,Diabetology,True
D000435,Dr Leela Bali,T007,Diabetology,True
D000436,Dr Shivani Prabhakar,T018,Pulmonology,True
D000437,Dr Sachi Bose,T017,Dermatology,True
D000438,Dr Jeevika Rao,T006,Dermatology,True
D000439,Dr Arya Krish,T016,Dermatology,True
D000440,Dr Atharv Grewal,T011,General Medicine,True
D000441,Dr Zarna Ram,T015,General Medicine,True
D000442,Dr Adweta Lad,T005,Neurology,True
D000443,Dr Tanish Mangal,T013,Pulmonology,True
D000444,Dr Ryan Das,T003,Gastroenterology,True
D000445,Dr Ethan Seth,T001,Dermatology,True
D000446,Dr Sai Chahal,T018,General Medicine,True
D000447,Dr Idika Bhattacharyya,T015,Pulmonology,True
D000448,Dr Charita Dugar,T009,Gastroenterology,True
D000449,Dr Janaki Trivedi,T012,General Medicine,True
D000450,Dr Jairaj Iyer,T008,Orthopedics,True
D000451,Dr Warjas Tak,T001,Pulmonology,True
D000452,Dr Jalsa Pillay,T020,Neurology,True
D000453,Dr Kai Chadha,T003,Orthopedics,True
D000454,Dr Dayamai Rao,T010,Gastroenterology,True
D000455,Dr Nirja Rout,T004,Diabetology,True
D000456,Dr Jeremiah Nadig,T002,Cardiology,True
D000457,Dr Shivani Shukla,T010,Orthopedics,True
D000458,Dr Kabir Gopal,T004,General Medicine,True
D000459,Dr Rachita Thakkar,T008,Diabetology,True
D000460,Dr Jeet Vasa,T013,Orthopedics,True
D000461,Dr Daksha Gala,T012,Gastroenterology,True
D000462,Dr Ekantika Kar,T019,Diabetology,True
D000463,Dr Zilmil Mander,T014,General Medicine,True
D000464,Dr Zashil Hegde,T016,Gastroenterology,True
D000465,Dr Jeremiah Mitter,T009,Cardiology,True
D000466,Dr Yadavi Ganguly,T012,Neurology,True
D000467,Dr Onveer Nazareth,T015,Orthopedics,True
D000468,Dr Ayush Bumb,T008,Pulmonology,True
D000469,Dr Alka Kade,T004,Pulmonology,True
D000470,Dr Azaan Tank,T018,Pulmonology,True
D000471,Dr Chasmum Subramanian,T002,Gastroenterology,True
D000472,Dr Nidra Mishra,T009,Neurology,True
D000473,Dr Elijah Bhasin,T004,Orthopedics,True
D000474,Dr Ria Sagar,T003,Neurology,True
D000475,Dr Ucchal Jani,T020,Cardiology,True
D000476,Dr Maanas Munshi,T002,Pulmonology,True
D000477,Dr Hemani Rastogi,T008,Diabetology,True
D000478,Dr Kamala Varma,T019,Neurology,True
D000479,Dr Eiravati Khurana,T003,Neurology,True
D000480,Dr Jason Loke,T019,Neurology,True
D000481,Dr Yug Dhaliwal,T008,Pulmonology,True
D000482,Dr Chandresh Mannan,T005,Cardiology,True
D000483,Dr Omya Kothari,T009,Diabetology,True
D000484,Dr Falak Munshi,T005,Dermatology,True
D000485,Dr Nathaniel Tara,T006,General Medicine,True
D000486,Dr Wishi Morar,T001,Diabetology,True
D000487,Dr Arin Chana,T001,Pulmonology,True
D000488,Dr Yashasvi Shankar,T008,Pulmonology,True
D000489,Dr Tanveer Pandit,T001,Diabetology,True
D000490,Dr Chandresh Manda,T009,Cardiology,True
D000491,Dr Upma Mangal,T005,Gastroenterology,True
D000492,Dr Hritik Sankar,T017,General Medicine,True
D000493,Dr Aishani Pau,T003,Orthopedics,True
D000494,Dr Jasmit Bath,T015,Pulmonology,True
D000495,Dr Charan Hayer,T017,General Medicine,True
D000496,Dr Bhavya Borah,T015,Neurology,True
D000497,Dr Yamini Seshadri,T020,Cardiology,True
D000498,Dr Jagat Dave,T017,Dermatology,True
D000499,Dr Meera Prakash,T015,Cardiology,True
D000500,Dr Jasmit Dhawan,T002,Orthopedics,True
D000501,Dr Yashodhara Ratti,T013,Gastroenterology,True
D000502,Dr Chakradev Barad,T004,Orthopedics,True
D000503,Dr Gauri Som,T015,General Medicine,True
D000504,Dr Manthan Varma,T003,Pulmonology,True
D000505,Dr Falak Nagar,T020,Diabetology,True
D000506,Dr Maya Mistry,T003,Diabetology,True
D000507,Dr Yashica Upadhyay,T009,Pulmonology,True
D000508,Dr Chandani Soman,T013,Dermatology,True
D000509,Dr Jyoti Narula,T015,Gastroenterology,True
D000510,Dr Omaja Morar,T004,General Medicine,True
